Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ts2,Chrome 114.0.0.0,,,2023-06-30 14:27:16,2023-06-30 14:27:54,38.111s,PASSED
,,,,,,,
Test Cases/Login/Doauto,Chrome 114.0.0.0,,,2023-06-30 14:27:17,2023-06-30 14:27:27,10.001s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 14:27:17,2023-06-30 14:27:20,3.134s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:27:20,2023-06-30 14:27:22,1.165s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:27:22,2023-06-30 14:27:23,1.732s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-06-30 14:27:23,2023-06-30 14:27:24,0.581s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-30 14:27:24,2023-06-30 14:27:26,1.557s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-06-30 14:27:26,2023-06-30 14:27:26,0.436s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-30 14:27:26,2023-06-30 14:27:27,0.846s,PASSED
,,,,,,,
Test Cases/Login/Example,Chrome 114.0.0.0,,,2023-06-30 14:27:27,2023-06-30 14:27:35,8.662s,PASSED
"openBrowser(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:27:27,2023-06-30 14:27:30,2.864s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:27:30,2023-06-30 14:27:31,1.343s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-06-30 14:27:31,2023-06-30 14:27:32,0.497s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-30 14:27:32,2023-06-30 14:27:32,0.152s,PASSED
