Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-18 13:49:06,2023-07-18 13:51:22,2m - 15.797s,FAILED
,,,,,,,
Test Cases/LC/Cart,Chrome 114.0.0.0,,,2023-07-18 13:49:07,2023-07-18 13:49:51,44.596s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-18 13:49:07,2023-07-18 13:49:10,2.836s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-18 13:49:10,2023-07-18 13:49:11,0.977s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-18 13:49:11,2023-07-18 13:49:11,0.210s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_product""))",Chrome 114.0.0.0,,,2023-07-18 13:49:11,2023-07-18 13:49:12,0.834s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/img_by category_chakra-image css-lxd7e7""))",Chrome 114.0.0.0,,,2023-07-18 13:49:12,2023-07-18 13:49:18,6.188s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_Show more""))",Chrome 114.0.0.0,,,2023-07-18 13:49:18,2023-07-18 13:49:51,33.007s,FAILED
,,,,,,,
Test Cases/LC/Filter,Chrome 114.0.0.0,,,2023-07-18 13:49:51,2023-07-18 13:50:28,36.631s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-18 13:49:52,2023-07-18 13:49:54,2.156s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-18 13:49:54,2023-07-18 13:49:55,0.887s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-18 13:49:55,2023-07-18 13:49:55,0.152s,PASSED
"click(findTestObject(""Filter/Page_Vite  React  TS/p_product""))",Chrome 114.0.0.0,,,2023-07-18 13:49:55,2023-07-18 13:49:56,0.483s,PASSED
delay(8),Chrome 114.0.0.0,,,2023-07-18 13:49:56,2023-07-18 13:50:04,8.043s,PASSED
"dragAndDropToObject(findTestObject(""Filter/Page_Vite  React  TS/div_by price_example-track example-track-1""), findTestObject(""Filter/Page_Vite  React  TS/div_by price_example-thumb example-thumb-0 active""))",Chrome 114.0.0.0,,,2023-07-18 13:50:04,2023-07-18 13:50:05,1.664s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Filter/Page_Vite  React  TS/select_allKhMinhhonag (1)""), ""20"", true)",Chrome 114.0.0.0,,,2023-07-18 13:50:05,2023-07-18 13:50:09,4.264s,PASSED
delay(8),Chrome 114.0.0.0,,,2023-07-18 13:50:09,2023-07-18 13:50:18,8.022s,PASSED
"verifyElementText(findTestObject(""Object Repository/Filter/Page_Vite  React  TS/p_There is no result found""), ""There is no result found"")",Chrome 114.0.0.0,,,2023-07-18 13:50:18,2023-07-18 13:50:18,0.385s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Filter/Page_Vite  React  TS/select_allKhMinhhonag (1)""), ""15"", true)",Chrome 114.0.0.0,,,2023-07-18 13:50:18,2023-07-18 13:50:19,1.124s,PASSED
delay(8),Chrome 114.0.0.0,,,2023-07-18 13:50:19,2023-07-18 13:50:27,8.006s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-18 13:50:27,2023-07-18 13:50:28,0.807s,PASSED
,,,,,,,
Test Cases/LC/Searching,Chrome 114.0.0.0,,,2023-07-18 13:50:28,2023-07-18 13:51:22,54.145s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-18 13:50:28,2023-07-18 13:50:30,1.643s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-18 13:50:30,2023-07-18 13:50:31,0.837s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-18 13:50:31,2023-07-18 13:50:31,0.125s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/p_product""))",Chrome 114.0.0.0,,,2023-07-18 13:50:31,2023-07-18 13:50:31,0.547s,PASSED
"setText(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/input_The best offer that we offer to the w_af0838""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-18 13:50:31,2023-07-18 13:50:36,4.244s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_96ccf5""))",Chrome 114.0.0.0,,,2023-07-18 13:50:36,2023-07-18 13:50:36,0.418s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/img_by category_chakra-image css-lxd7e7""))",Chrome 114.0.0.0,,,2023-07-18 13:50:36,2023-07-18 13:50:39,3.440s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/button_Reviews""))",Chrome 114.0.0.0,,,2023-07-18 13:50:39,2023-07-18 13:50:43,3.616s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/button_Description""))",Chrome 114.0.0.0,,,2023-07-18 13:50:43,2023-07-18 13:50:44,0.528s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/button_Reviews""))",Chrome 114.0.0.0,,,2023-07-18 13:50:44,2023-07-18 13:50:44,0.488s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/div_Add to cart_swiper-button-next""))",Chrome 114.0.0.0,,,2023-07-18 13:50:44,2023-07-18 13:50:45,0.528s,PASSED
"doubleClick(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/div_Add to cart_swiper-button-next""))",Chrome 114.0.0.0,,,2023-07-18 13:50:45,2023-07-18 13:50:45,0.535s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/div_Add to cart_swiper-button-next""))",Chrome 114.0.0.0,,,2023-07-18 13:50:45,2023-07-18 13:50:46,0.391s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/div_Add to cart_swiper-button-next""))",Chrome 114.0.0.0,,,2023-07-18 13:50:46,2023-07-18 13:50:46,0.359s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/p_Show more""))",Chrome 114.0.0.0,,,2023-07-18 13:50:46,2023-07-18 13:50:46,0.383s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/p_Show less""))",Chrome 114.0.0.0,,,2023-07-18 13:50:46,2023-07-18 13:50:47,0.494s,PASSED
"click(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/svg_Add to cart_chakra-icon css-a7mwtc""))",Chrome 114.0.0.0,,,2023-07-18 13:50:47,2023-07-18 13:50:47,0.502s,PASSED
"setText(findTestObject(""Object Repository/Searching/Page_Vite  React  TS/input_Add to cart_chakra-input css-108b1as""), ""23456789"")",Chrome 114.0.0.0,,,2023-07-18 13:50:47,2023-07-18 13:50:48,0.805s,PASSED
