Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ts2,Chrome 114.0.0.0,,,2023-06-30 14:31:46,2023-06-30 14:32:25,39.375s,PASSED
,,,,,,,
Test Cases/Login/Doauto,Chrome 114.0.0.0,,,2023-06-30 14:31:46,2023-06-30 14:31:57,11.193s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 14:31:47,2023-06-30 14:31:50,3.569s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:31:50,2023-06-30 14:31:51,1.310s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:31:51,2023-06-30 14:31:53,1.652s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-06-30 14:31:53,2023-06-30 14:31:54,0.550s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-30 14:31:54,2023-06-30 14:31:55,1.708s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-06-30 14:31:55,2023-06-30 14:31:56,0.438s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-30 14:31:56,2023-06-30 14:31:57,1.401s,PASSED
,,,,,,,
Test Cases/Login/Example,Chrome 114.0.0.0,,,2023-06-30 14:31:57,2023-06-30 14:32:06,9.115s,PASSED
"openBrowser(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:31:58,2023-06-30 14:32:01,2.945s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:32:01,2023-06-30 14:32:02,1.308s,PASSED
