Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-12 17:04:49,2023-07-12 17:10:24,5m - 35.129s,FAILED
,,,,,,,
Test Cases/LC/Searching,Chrome 114.0.0.0,,,2023-07-12 17:04:49,2023-07-12 17:07:50,3m - 0.538s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-12 17:04:50,2023-07-12 17:04:53,3.125s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-12 17:04:53,2023-07-12 17:04:54,1.006s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-12 17:04:54,2023-07-12 17:04:54,0.193s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/p_product (1)""))",Chrome 114.0.0.0,,,2023-07-12 17:04:54,2023-07-12 17:04:55,0.671s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:04:55,2023-07-12 17:05:00,5.038s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (3)""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-12 17:05:00,2023-07-12 17:05:04,4.341s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_178a87 (1)""))",Chrome 114.0.0.0,,,2023-07-12 17:05:04,2023-07-12 17:05:06,1.996s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 17:05:06,2023-07-12 17:05:09,3.003s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_2 (1)""))",Chrome 114.0.0.0,,,2023-07-12 17:05:09,2023-07-12 17:05:11,2.053s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 17:05:11,2023-07-12 17:05:14,3.004s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_3 (1)""))",Chrome 114.0.0.0,,,2023-07-12 17:05:14,2023-07-12 17:05:16,2.213s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 17:05:16,2023-07-12 17:05:19,3.010s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 17:05:19,2023-07-12 17:05:22,3.013s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""Bánh Tráng 73"")",Chrome 114.0.0.0,,,2023-07-12 17:05:22,2023-07-12 17:05:26,3.690s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:05:26,2023-07-12 17:05:31,5.004s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:05:31,2023-07-12 17:05:33,2.011s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:05:33,2023-07-12 17:05:38,4.899s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/label_More than 800.000""))",Chrome 114.0.0.0,,,2023-07-12 17:05:38,2023-07-12 17:05:40,2.106s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""@#$%^&*()"")",Chrome 114.0.0.0,,,2023-07-12 17:05:40,2023-07-12 17:05:47,6.927s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:05:47,2023-07-12 17:05:52,5.009s,PASSED
"verifyElementText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/ErrosSearchMessage""), ""There is no result found with keyword: @#$%^&*()"")",Chrome 114.0.0.0,,,2023-07-12 17:05:52,2023-07-12 17:05:54,1.939s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_ff2b61""))",Chrome 114.0.0.0,,,2023-07-12 17:05:54,2023-07-12 17:05:56,2.055s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:05:56,2023-07-12 17:05:58,2.058s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:05:58,2023-07-12 17:06:04,5.924s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/label_More than 800.000""))",Chrome 114.0.0.0,,,2023-07-12 17:06:04,2023-07-12 17:06:06,2.004s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_421523""))",Chrome 114.0.0.0,,,2023-07-12 17:06:06,2023-07-12 17:06:11,5.017s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_allKhMinhhonag""))",Chrome 114.0.0.0,,,2023-07-12 17:06:11,2023-07-12 17:06:13,1.990s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:06:13,2023-07-12 17:06:18,5.004s,PASSED
"setText(findTestObject(""Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), "" 76543"")",Chrome 114.0.0.0,,,2023-07-12 17:06:18,2023-07-12 17:06:22,4.108s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:06:22,2023-07-12 17:06:27,5.015s,PASSED
"verifyElementText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/ErrosSearchMessage""), ""There is no result found with keyword: 76543"")",Chrome 114.0.0.0,,,2023-07-12 17:06:27,2023-07-12 17:06:29,1.826s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:06:29,2023-07-12 17:06:31,2.091s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:06:31,2023-07-12 17:06:36,4.928s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 17:06:36,2023-07-12 17:06:38,2.047s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 17:06:38,2023-07-12 17:06:43,5.013s,PASSED
"setText(findTestObject(""Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), "" Chung Cake is a traditional cake of Vietnam. The cake implies gratitude of later generations to their forefather and hometown. Ingredients of Chung Cake include sticky rice, green bean, pork, dong leaves, and other additional spices as salt and pepper. Chung Cake is often made on traditional Tet Holiday of Vietnamese people and Hung King Festival (on the 10th day of the third lunar month). Chung Cake has the oldest history in traditional Vietnam cuisine. It is mentioned regularly in historical documents. The traditional cake has a significant position in the heart of Vietnamese people. The cake originated from a legend relating to Lang Lieu Prince, son of the 6th Hung King. The legend recalls the next generation about the national tradition. It is also a meaningful explanation and origin "")",Chrome 114.0.0.0,,,2023-07-12 17:06:43,2023-07-12 17:06:48,4.953s,PASSED
