Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-26 11:22:37,2023-07-26 11:25:45,3m - 7.096s,PASSED
,,,,,,,
Test Cases/LC/Cart,Chrome 114.0.0.0,,,2023-07-26 11:22:38,2023-07-26 11:23:51,1m - 12.935s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-26 11:22:38,2023-07-26 11:22:41,2.565s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-26 11:22:41,2023-07-26 11:22:43,2.048s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-26 11:22:43,2023-07-26 11:22:43,0.186s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_product""))",Chrome 114.0.0.0,,,2023-07-26 11:22:43,2023-07-26 11:22:44,0.583s,PASSED
"setText(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/input_The best offer that we offer to the w_af0838""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-26 11:22:44,2023-07-26 11:22:48,4.095s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/img_by category_chakra-image css-lxd7e7""))",Chrome 114.0.0.0,,,2023-07-26 11:22:48,2023-07-26 11:22:52,3.884s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_Show more""))",Chrome 114.0.0.0,,,2023-07-26 11:22:52,2023-07-26 11:22:55,3.565s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_Pellentesque habitan morbi tristiquePelle_e1746d""))",Chrome 114.0.0.0,,,2023-07-26 11:22:55,2023-07-26 11:22:56,0.514s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/p_Show less""))",Chrome 114.0.0.0,,,2023-07-26 11:22:56,2023-07-26 11:22:56,0.410s,PASSED
"click(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/div_Add to cart_css-148p1cq""))",Chrome 114.0.0.0,,,2023-07-26 11:22:56,2023-07-26 11:22:57,0.518s,PASSED
"setText(findTestObject(""Object Repository/Cart/Page_Vite  React  TS/input_Add to cart_chakra-input css-108b1as""), ""2345678"")",Chrome 114.0.0.0,,,2023-07-26 11:22:57,2023-07-26 11:22:57,0.810s,PASSED
