Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ts1,Edge Chromium 114,,,2023-06-30 14:29:33,2023-06-30 14:30:21,47.970s,PASSED
,,,,,,,
Test Cases/Login/Doauto,Edge Chromium 114,,,2023-06-30 14:29:34,2023-06-30 14:29:49,15.015s,PASSED
"openBrowser("""")",Edge Chromium 114,,,2023-06-30 14:29:34,2023-06-30 14:29:38,4.119s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Edge Chromium 114,,,2023-06-30 14:29:38,2023-06-30 14:29:40,1.844s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Home""))",Edge Chromium 114,,,2023-06-30 14:29:40,2023-06-30 14:29:43,2.455s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Customer Login""))",Edge Chromium 114,,,2023-06-30 14:29:43,2023-06-30 14:29:44,1.084s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Edge Chromium 114,,,2023-06-30 14:29:44,2023-06-30 14:29:46,2.271s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Login""))",Edge Chromium 114,,,2023-06-30 14:29:46,2023-06-30 14:29:47,0.461s,PASSED
closeBrowser(),Edge Chromium 114,,,2023-06-30 14:29:47,2023-06-30 14:29:49,1.950s,PASSED
,,,,,,,
Test Cases/Login/Example,Edge Chromium 114,,,2023-06-30 14:29:49,2023-06-30 14:29:59,10.888s,PASSED
"openBrowser(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Edge Chromium 114,,,2023-06-30 14:29:49,2023-06-30 14:29:52,3.125s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Home""))",Edge Chromium 114,,,2023-06-30 14:29:52,2023-06-30 14:29:54,1.791s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Customer Login""))",Edge Chromium 114,,,2023-06-30 14:29:54,2023-06-30 14:29:55,0.641s,PASSED
maximizeWindow(),Edge Chromium 114,,,2023-06-30 14:29:55,2023-06-30 14:29:55,0.432s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Edge Chromium 114,,,2023-06-30 14:29:55,2023-06-30 14:29:57,2.200s,PASSED
"click(findTestObject(""Object Repository/Ẽample/Page_XYZ Bank/button_Login""))",Edge Chromium 114,,,2023-06-30 14:29:57,2023-06-30 14:29:58,0.583s,PASSED
closeBrowser(),Edge Chromium 114,,,2023-06-30 14:29:58,2023-06-30 14:29:59,1.554s,PASSED
,,,,,,,
Test Cases/Login/manager,Edge Chromium 114,,,2023-06-30 14:29:59,2023-06-30 14:30:21,21.584s,PASSED
"openBrowser("""")",Edge Chromium 114,,,2023-06-30 14:30:00,2023-06-30 14:30:03,2.806s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Edge Chromium 114,,,2023-06-30 14:30:03,2023-06-30 14:30:04,1.475s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Home""))",Edge Chromium 114,,,2023-06-30 14:30:04,2023-06-30 14:30:06,1.436s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Bank Manager Login""))",Edge Chromium 114,,,2023-06-30 14:30:06,2023-06-30 14:30:06,0.507s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer""))",Edge Chromium 114,,,2023-06-30 14:30:06,2023-06-30 14:30:07,0.826s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_First Name_form-control ng-pristine n_693e51""), ""lkjhgf"")",Edge Chromium 114,,,2023-06-30 14:30:07,2023-06-30 14:30:08,1.217s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""), ""jnbhgvf"")",Edge Chromium 114,,,2023-06-30 14:30:08,2023-06-30 14:30:09,0.888s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""))",Edge Chromium 114,,,2023-06-30 14:30:09,2023-06-30 14:30:10,0.423s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Post Code_form-control ng-untouched n_322706""), ""8765"")",Edge Chromium 114,,,2023-06-30 14:30:10,2023-06-30 14:30:10,0.799s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer_1""))",Edge Chromium 114,,,2023-06-30 14:30:10,2023-06-30 14:30:11,0.847s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Open Account""))",Edge Chromium 114,,,2023-06-30 14:30:11,2023-06-30 14:30:12,0.462s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_XYZ Bank/select_---Customer Name---       Hermoine G_fc2164""), ""4"", true)",Edge Chromium 114,,,2023-06-30 14:30:12,2023-06-30 14:30:13,1.623s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_XYZ Bank/select_---Currency---       Dollar      Pou_e54511""), ""Pound"", true)",Edge Chromium 114,,,2023-06-30 14:30:13,2023-06-30 14:30:15,1.244s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Process""))",Edge Chromium 114,,,2023-06-30 14:30:15,2023-06-30 14:30:15,0.465s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Customers""))",Edge Chromium 114,,,2023-06-30 14:30:15,2023-06-30 14:30:15,0.288s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Delete""))",Edge Chromium 114,,,2023-06-30 14:30:15,2023-06-30 14:30:16,0.762s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer""))",Edge Chromium 114,,,2023-06-30 14:30:16,2023-06-30 14:30:17,0.518s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_First Name_form-control ng-pristine n_693e51""), ""kjh"")",Edge Chromium 114,,,2023-06-30 14:30:17,2023-06-30 14:30:17,0.824s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""), ""hbgt"")",Edge Chromium 114,,,2023-06-30 14:30:17,2023-06-30 14:30:18,0.844s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""))",Edge Chromium 114,,,2023-06-30 14:30:18,2023-06-30 14:30:19,0.418s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Post Code_form-control ng-untouched n_322706""), ""gt"")",Edge Chromium 114,,,2023-06-30 14:30:19,2023-06-30 14:30:19,0.797s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer_1""))",Edge Chromium 114,,,2023-06-30 14:30:19,2023-06-30 14:30:20,0.469s,PASSED
closeBrowser(),Edge Chromium 114,,,2023-06-30 14:30:20,2023-06-30 14:30:21,1.045s,PASSED
