Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ts1,Chrome 114.0.0.0,,,2023-07-03 15:42:35,2023-07-03 15:43:06,31.346s,FAILED
,,,,,,,
Test Cases/Login/Doauto,Chrome 114.0.0.0,,,2023-07-03 15:42:35,2023-07-03 15:42:47,11.810s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-03 15:42:36,2023-07-03 15:42:40,3.512s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-07-03 15:42:40,2023-07-03 15:42:41,1.820s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-07-03 15:42:41,2023-07-03 15:42:43,1.779s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-07-03 15:42:43,2023-07-03 15:42:44,0.539s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-03 15:42:44,2023-07-03 15:42:46,1.840s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-07-03 15:42:46,2023-07-03 15:42:46,0.435s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-03 15:42:46,2023-07-03 15:42:47,1.238s,PASSED
,,,,,,,
Test Cases/Login/Example,Chrome 114.0.0.0,,,2023-07-03 15:42:47,2023-07-03 15:42:57,9.366s,PASSED
"openBrowser(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-07-03 15:42:48,2023-07-03 15:42:51,3.341s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-07-03 15:42:51,2023-07-03 15:42:53,1.843s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-07-03 15:42:53,2023-07-03 15:42:53,0.525s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-03 15:42:53,2023-07-03 15:42:54,0.157s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-03 15:42:54,2023-07-03 15:42:55,1.334s,PASSED
"click(findTestObject(""Object Repository/Ẽample/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-07-03 15:42:55,2023-07-03 15:42:55,0.421s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-03 15:42:55,2023-07-03 15:42:57,1.308s,PASSED
,,,,,,,
Test Cases/Login/manager,Chrome 114.0.0.0,,,2023-07-03 15:42:57,2023-07-03 15:43:06,9.733s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-03 15:42:57,2023-07-03 15:42:59,1.773s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-07-03 15:42:59,2023-07-03 15:43:00,1.131s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-07-03 15:43:00,2023-07-03 15:43:01,1.328s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Bank Manager Login""))",Chrome 114.0.0.0,,,2023-07-03 15:43:01,2023-07-03 15:43:02,0.502s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer""))",Chrome 114.0.0.0,,,2023-07-03 15:43:02,2023-07-03 15:43:03,0.731s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_First Name_form-control ng-pristine n_693e51""), ""lkjhgf"")",Chrome 114.0.0.0,,,2023-07-03 15:43:03,2023-07-03 15:43:04,1.105s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""), ""jnbhgvf"")",Chrome 114.0.0.0,,,2023-07-03 15:43:04,2023-07-03 15:43:04,0.737s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""))",Chrome 114.0.0.0,,,2023-07-03 15:43:04,2023-07-03 15:43:05,0.399s,PASSED
"setText(findTestObject(""Object Repository/Page_XYZ Bank/input_Post Code_form-control ng-untouched n_322706""), ""8765"")",Chrome 114.0.0.0,,,2023-07-03 15:43:05,2023-07-03 15:43:06,0.715s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer_1""))",Chrome 114.0.0.0,,,2023-07-03 15:43:06,2023-07-03 15:43:06,0.409s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Open Account""))",Chrome 114.0.0.0,,,2023-07-03 15:43:06,2023-07-03 15:43:06,0.238s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_XYZ Bank/select_---Customer Name---       Hemnbvcfcxrmoine G_fc2164""), ""4"", true)",Chrome 114.0.0.0,,,2023-07-03 15:43:06,2023-07-03 15:43:06,0.242s,FAILED
