Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-12 16:58:48,2023-07-12 17:02:02,3m - 14.275s,FAILED
,,,,,,,
Test Cases/LC/Searching,Chrome 114.0.0.0,,,2023-07-12 16:58:49,2023-07-12 17:00:41,1m - 52.096s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-12 16:58:49,2023-07-12 16:58:52,3.296s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-12 16:58:52,2023-07-12 16:58:54,1.247s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-12 16:58:54,2023-07-12 16:58:54,0.305s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/p_product (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:58:54,2023-07-12 16:58:55,0.685s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:58:55,2023-07-12 16:59:00,5.040s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (3)""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-12 16:59:00,2023-07-12 16:59:00,0.786s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_178a87 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:59:00,2023-07-12 16:59:01,0.395s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:59:01,2023-07-12 16:59:04,3.006s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_2 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:59:04,2023-07-12 16:59:05,1.566s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:59:05,2023-07-12 16:59:08,3.012s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_3 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:59:08,2023-07-12 16:59:09,0.700s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:59:09,2023-07-12 16:59:12,3.006s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:59:12,2023-07-12 16:59:15,3.011s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""Bánh Tráng 73"")",Chrome 114.0.0.0,,,2023-07-12 16:59:15,2023-07-12 16:59:16,0.767s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:59:16,2023-07-12 16:59:21,5.009s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:59:21,2023-07-12 16:59:21,0.426s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:59:21,2023-07-12 16:59:24,2.937s,PASSED
