Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Ts2,Chrome 114.0.0.0,,,2023-06-30 14:29:34,2023-06-30 14:30:21,46.844s,PASSED
,,,,,,,
Test Cases/Login/Doauto,Chrome 114.0.0.0,,,2023-06-30 14:29:35,2023-06-30 14:29:49,14.278s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 14:29:35,2023-06-30 14:29:42,6.435s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:29:42,2023-06-30 14:29:44,1.645s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:29:44,2023-06-30 14:29:45,1.856s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-06-30 14:29:45,2023-06-30 14:29:46,0.699s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-30 14:29:46,2023-06-30 14:29:48,1.578s,PASSED
"click(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-06-30 14:29:48,2023-06-30 14:29:48,0.420s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-30 14:29:48,2023-06-30 14:29:49,0.845s,PASSED
,,,,,,,
Test Cases/Login/Example,Chrome 114.0.0.0,,,2023-06-30 14:29:49,2023-06-30 14:29:59,10.348s,PASSED
"openBrowser(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:29:49,2023-06-30 14:29:54,4.065s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:29:54,2023-06-30 14:29:55,1.757s,PASSED
"click(findTestObject(""Object Repository/ẽample/Page_XYZ Bank/button_Customer Login""))",Chrome 114.0.0.0,,,2023-06-30 14:29:55,2023-06-30 14:29:56,0.578s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-30 14:29:56,2023-06-30 14:29:56,0.169s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tesattuo/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-30 14:29:56,2023-06-30 14:29:58,1.653s,PASSED
"click(findTestObject(""Object Repository/Ẽample/Page_XYZ Bank/button_Login""))",Chrome 114.0.0.0,,,2023-06-30 14:29:58,2023-06-30 14:29:58,0.509s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-30 14:29:58,2023-06-30 14:29:59,1.076s,PASSED
,,,,,,,
Test Cases/Login/manager,Chrome 114.0.0.0,,,2023-06-30 14:29:59,2023-06-30 14:30:21,21.578s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 14:30:00,2023-06-30 14:30:02,1.832s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account"")",Chrome 114.0.0.0,,,2023-06-30 14:30:02,2023-06-30 14:30:03,1.701s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Home""))",Chrome 114.0.0.0,,,2023-06-30 14:30:03,2023-06-30 14:30:05,1.824s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Bank Manager Login""))",Chrome 114.0.0.0,,,2023-06-30 14:30:05,2023-06-30 14:30:06,0.551s,PASSED
"click(findTestObject(""Object Repository/Page_XYZ Bank/button_Add Customer""))",Chrome 114.0.0.0,,,2023-06-30 14:30:06,2023-06-30 14:30:07,0.787s,PASSED
