Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-12 16:45:50,2023-07-12 16:48:35,2m - 45.666s,PASSED
,,,,,,,
Test Cases/LC/Searching,Chrome 114.0.0.0,,,2023-07-12 16:45:50,2023-07-12 16:47:47,1m - 56.884s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-12 16:45:51,2023-07-12 16:45:54,2.991s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-12 16:45:54,2023-07-12 16:45:55,0.972s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-12 16:45:55,2023-07-12 16:45:55,0.186s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/p_product (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:45:55,2023-07-12 16:45:56,0.962s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:45:56,2023-07-12 16:46:01,5.038s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (3)""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-12 16:46:01,2023-07-12 16:46:01,0.768s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_178a87 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:46:01,2023-07-12 16:46:02,0.392s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:46:02,2023-07-12 16:46:05,3.008s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_2 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:46:05,2023-07-12 16:46:06,1.606s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:46:06,2023-07-12 16:46:10,3.008s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_3 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:46:10,2023-07-12 16:46:10,0.711s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:46:10,2023-07-12 16:46:13,3.013s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:46:13,2023-07-12 16:46:16,3.004s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""Bánh Tráng 73"")",Chrome 114.0.0.0,,,2023-07-12 16:46:16,2023-07-12 16:46:17,0.731s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:46:17,2023-07-12 16:46:22,5.004s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:46:22,2023-07-12 16:46:22,0.421s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:46:22,2023-07-12 16:46:25,3.002s,PASSED
