Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LC,Chrome 114.0.0.0,,,2023-07-12 16:50:27,2023-07-12 16:53:06,2m - 38.977s,PASSED
,,,,,,,
Test Cases/LC/Searching,Chrome 114.0.0.0,,,2023-07-12 16:50:27,2023-07-12 16:52:20,1m - 52.805s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-12 16:50:27,2023-07-12 16:50:30,2.857s,PASSED
"navigateToUrl(""http://localhost:5173/"")",Chrome 114.0.0.0,,,2023-07-12 16:50:30,2023-07-12 16:50:31,1.125s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-12 16:50:31,2023-07-12 16:50:32,0.169s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/p_product (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:50:32,2023-07-12 16:50:32,0.844s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:50:32,2023-07-12 16:50:38,5.045s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (3)""), ""Bún"")",Chrome 114.0.0.0,,,2023-07-12 16:50:38,2023-07-12 16:50:38,0.765s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_178a87 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:50:38,2023-07-12 16:50:39,0.383s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:50:39,2023-07-12 16:50:42,3.007s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_2 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:50:42,2023-07-12 16:50:43,1.529s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:50:43,2023-07-12 16:50:46,3.005s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/button_3 (1)""))",Chrome 114.0.0.0,,,2023-07-12 16:50:46,2023-07-12 16:50:47,0.695s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:50:47,2023-07-12 16:50:50,3.008s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-07-12 16:50:50,2023-07-12 16:50:53,3.015s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""Bánh Tráng 73"")",Chrome 114.0.0.0,,,2023-07-12 16:50:53,2023-07-12 16:50:54,0.733s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:50:54,2023-07-12 16:50:59,5.012s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:50:59,2023-07-12 16:51:00,1.112s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:00,2023-07-12 16:51:03,3.069s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/label_More than 800.000""))",Chrome 114.0.0.0,,,2023-07-12 16:51:03,2023-07-12 16:51:03,0.560s,PASSED
"setText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), ""@#$%^&*()"")",Chrome 114.0.0.0,,,2023-07-12 16:51:03,2023-07-12 16:51:07,3.627s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:51:07,2023-07-12 16:51:12,5.013s,PASSED
"verifyElementText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/ErrosSearchMessage""), ""There is no result found with keyword: @#$%^&*()"")",Chrome 114.0.0.0,,,2023-07-12 16:51:12,2023-07-12 16:51:12,0.391s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_ff2b61""))",Chrome 114.0.0.0,,,2023-07-12 16:51:12,2023-07-12 16:51:13,0.411s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:13,2023-07-12 16:51:13,0.414s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:13,2023-07-12 16:51:16,2.904s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/label_More than 800.000""))",Chrome 114.0.0.0,,,2023-07-12 16:51:16,2023-07-12 16:51:17,0.498s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_Local specialtys areasThe best offer th_421523""))",Chrome 114.0.0.0,,,2023-07-12 16:51:17,2023-07-12 16:51:20,3.055s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/div_allKhMinhhonag""))",Chrome 114.0.0.0,,,2023-07-12 16:51:20,2023-07-12 16:51:20,0.483s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:51:20,2023-07-12 16:51:25,5.004s,PASSED
"setText(findTestObject(""Searching1/Page_Vite  React  TS/input_Minhhonag_chakra-input css-1pdm0hx (1)""), "" 76543"")",Chrome 114.0.0.0,,,2023-07-12 16:51:25,2023-07-12 16:51:26,0.781s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:51:26,2023-07-12 16:51:31,5.002s,PASSED
"verifyElementText(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/ErrosSearchMessage""), ""There is no result found with keyword: 76543"")",Chrome 114.0.0.0,,,2023-07-12 16:51:31,2023-07-12 16:51:31,0.357s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:31,2023-07-12 16:51:32,0.404s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:32,2023-07-12 16:51:35,2.960s,PASSED
"click(findTestObject(""Object Repository/Searching1/Page_Vite  React  TS/span_Filter_chakra-radio__control css-vtg3j9""))",Chrome 114.0.0.0,,,2023-07-12 16:51:35,2023-07-12 16:51:35,0.472s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-07-12 16:51:35,2023-07-12 16:51:40,5.003s,PASSED
